Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub
1055863542023360512,1055863542023360512,,2,1,3,2,1,3,2,0.666667,0.75,0.000007,15,0.000824,0.000107
419768382,419768382,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
1543958582,1543958582,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
962670878,962670878,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
1250716136250970112,1250716136250970112,,1,2,3,1,2,3,3,0.482759,0.535714,0,19,0.00082,0.000152
961233370821914624,961233370821914624,,2,2,4,5,2,7,6,0.39498,0.434448,0.000148,250,0.000824,0.004154
2186512819,2186512819,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
920932298350039040,920932298350039040,,1,0,1,2,0,2,0,0,0,0,19,0.00082,0
2385799301,2385799301,,2,3,5,2,3,5,8,0.242232,0.257758,0.000032,18,0.000896,0.01916
70954365,70954365,,2,1,3,2,2,4,1,1,1,0,15,0.000864,0
2212765333,2212765333,,1,1,2,1,1,2,1,1,1,0,19,0.00082,0
1234458775,1234458775,,1,1,2,1,1,2,3,0.444444,0.541667,0,19,0.00082,0.000002
2300311050,2300311050,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
1007584526971924480,1007584526971924480,,1,2,3,1,2,3,2,0.666667,0.75,0,19,0.00082,0.000056
1321232532495544320,1321232532495544320,,1,1,2,2,1,3,1,1,1,0,19,0.00082,0
894084727061217280,894084727061217280,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
56512034,56512034,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
503135180,503135180,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
110460168,110460168,,1,3,4,1,3,4,8,0.226724,0.243626,0,9,0.00082,0.019097
2605826035,2605826035,,2,1,3,2,1,3,2,0.666667,0.75,0,13,0.001547,0.020692
3687608434,3687608434,,1,1,2,1,1,2,1,1,1,0,15,0.00082,0.000228
2902601895,2902601895,,2,4,6,2,5,7,7,0.329796,0.374743,0.000032,13,0.001471,0.045542
701388779114930176,701388779114930176,,1,1,2,3,1,4,1,1,1,0,19,0.00082,0.000237
324987074,324987074,,2,4,6,2,4,6,5,0.433036,0.471134,0.000002,5,0.000842,0.022663
3298655780,3298655780,,3,0,3,4,0,4,0,0,0,0,19,0.000853,0
784489264100827136,784489264100827136,,1,2,3,1,2,3,2,0.666667,0.75,0,15,0.00082,0.000685
2438695631,2438695631,,1,0,1,1,0,1,0,0,0,0,19,0.00082,0
449736439,449736439,,2,1,3,2,1,3,1,1,1,0,15,0.000842,0.001469
974090952603308032,974090952603308032,,0,2,2,0,2,2,2,0.583333,0.642857,0,28,0,0.000022
508816367,508816367,,3,5,8,4,6,10,1,1,1,0.000001,28,0.000006,0
1261050341447077888,1261050341447077888,,0,1,1,0,1,1,1,1,1,0,20,0,0
1365274787862491136,1365274787862491136,,2,0,2,2,0,2,0,0,0,0,20,0,0
385078207,385078207,,0,1,1,0,1,1,1,1,1,0,20,0,0
583646517,583646517,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
997222792805351424,997222792805351424,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1405888434917593088,1405888434917593088,,0,7,7,0,7,7,9,0.219117,0.239996,0,15,0,0.019675
1243490123855138816,1243490123855138816,,11,2,13,12,2,14,1,1,1,0.000037,15,0.006895,0
1245445880540467200,1245445880540467200,,0,8,8,0,9,9,7,0.313808,0.346508,0,14,0,0.046105
144443904,144443904,,1,0,1,1,0,1,0,0,0,0,14,0.001347,0
4863959205,4863959205,,2,0,2,2,0,2,0,0,0,0,14,0.001953,0
1342223197131993088,1342223197131993088,,0,9,9,0,9,9,10,0.23684,0.267402,0,37,0,0.02794
72237914,72237914,,3,0,3,3,0,3,0,0,0,0,37,0.001443,0
717970219596165120,717970219596165120,,0,1,1,0,1,1,9,0.205166,0.21661,0,15,0,0.000162
1227301302251794432,1227301302251794432,,0,1,1,0,1,1,1,1,1,0,28,0,0
1374652910,1374652910,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
853916380369956864,853916380369956864,,0,1,1,0,1,1,1,1,1,0,28,0,0
1054341027245551616,1054341027245551616,,3,0,3,3,0,3,0,0,0,0,28,0.000002,0
807580974,807580974,,0,1,1,0,1,1,9,0.247311,0.279001,0,15,0,0.001028
46631886,46631886,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
731573199557808128,731573199557808128,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
1340788504272523264,1340788504272523264,,1,18,19,2,28,30,9,0.25636,0.283137,0.000035,250,0.000054,0.000326
1382967937,1382967937,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1356373843678535680,1356373843678535680,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
292651184,292651184,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
623027480,623027480,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1417088927299670016,1417088927299670016,,50,0,50,50,0,50,0,0,0,0,18,0.019966,0
2300291910,2300291910,,11,0,11,11,0,11,0,0,0,0,13,0.003489,0
422576910,422576910,,1,0,1,2,0,2,0,0,0,0,15,0.000033,0
1127922785723068416,1127922785723068416,,2,0,2,3,0,3,0,0,0,0,15,0.000033,0
98604466,98604466,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
578936615,578936615,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
1174725921175158784,1174725921175158784,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
2589338447,2589338447,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1036307375744016384,1036307375744016384,,3,24,27,3,24,27,7,0.29862,0.322765,0.000008,9,0.002396,0.000738
1912357064,1912357064,,19,13,32,19,13,32,3,0.772727,0.872549,0.000104,9,0.00925,0.000019
1410898242397691904,1410898242397691904,,0,4,4,0,4,4,3,0.578947,0.666667,0,15,0,0.019262
702758072629010432,702758072629010432,,0,3,3,0,3,3,1,1,1,0,28,0,0.000024
1044352496624431104,1044352496624431104,,1,0,1,1,0,1,0,0,0,0,28,0.000001,0
4882542093,4882542093,,4,1,5,7,2,9,1,1,1,0,9,0.001846,0
13514762,13514762,,4,2,6,8,4,12,2,0.75,0.833333,0.000014,25,0.000687,0
1405566685726248960,1405566685726248960,,1,0,1,2,0,2,0,0,0,0,250,0.00001,0
47626792,47626792,,3,3,6,6,8,14,1,1,1,0.000005,13,0.000135,0.000002
1144934970244378624,1144934970244378624,,1,0,1,2,0,2,0,0,0,0,250,0.00001,0
524217644,524217644,,1,0,1,2,0,2,0,0,0,0,250,0.00001,0
221681749,221681749,,1,0,1,2,0,2,0,0,0,0,250,0.00001,0
883724976158887936,883724976158887936,,1,5,6,1,6,7,9,0.224623,0.243326,0.000007,15,0.00001,0.001421
1248307267,1248307267,,3,12,15,3,12,15,6,0.424099,0.462901,0.000028,9,0.000087,0.057156
1063806444380798976,1063806444380798976,,2,1,3,2,1,3,1,1,1,0.000001,14,0.000736,0.000023
836271002,836271002,,2,9,11,2,11,13,7,0.326378,0.37262,0.00008,250,0.000085,0.05094
734074574275514368,734074574275514368,,2,0,2,2,0,2,0,0,0,0,250,0.000085,0
1238800491632607232,1238800491632607232,,2,3,5,2,3,5,2,0.8,0.875,0,5,0.00002,0.020979
45348536,45348536,,0,7,7,0,9,9,5,0.477218,0.492546,0,28,0,0.000103
53154047,53154047,,1,1,2,1,1,2,1,1,1,0,28,0.000003,0
2338169095,2338169095,,4,1,5,5,1,6,1,1,1,0,28,0.000004,0
760461108184551424,760461108184551424,,9,0,9,9,0,9,0,0,0,0,28,0.00001,0
2301664084,2301664084,,0,1,1,0,1,1,1,1,1,0,28,0,0
420221563,420221563,,2,0,2,2,0,2,0,0,0,0,28,0.000001,0
1258380213232304128,1258380213232304128,,0,5,5,0,5,5,7,0.332674,0.368334,0,21,0,0.011765
910668583784652800,910668583784652800,,5,0,5,7,0,7,0,0,0,0,18,0.001504,0
957969139452309504,957969139452309504,,3,0,3,3,0,3,0,0,0,0,5,0.00066,0
1448198883008466944,1448198883008466944,,7,0,7,7,0,7,0,0,0,0,9,0.006275,0
50616524,50616524,,5,1,6,6,1,7,2,0.666667,0.75,0,5,0.002226,0.020692
418508915,418508915,,3,0,3,4,0,4,0,0,0,0,18,0.000616,0
1321239578527805440,1321239578527805440,,2,0,2,2,0,2,0,0,0,0,18,0.000616,0
45120224,45120224,,2,0,2,2,0,2,0,0,0,0,13,0.001768,0
1427359828482068480,1427359828482068480,,1,8,9,2,10,12,8,0.285864,0.340871,0.000021,13,0.00002,0.028428
2406506894,2406506894,,2,2,4,3,2,5,3,0.5,0.560606,0.000006,9,0.000096,0.001067
1258385175433617408,1258385175433617408,,7,3,10,7,4,11,2,0.8,0.875,0.00001,9,0.002279,0.021295
1322543941,1322543941,,2,9,11,2,9,11,9,0.23348,0.268196,0.000057,15,0.000023,0.030679
585631312,585631312,,2,0,2,2,0,2,0,0,0,0,9,0.00023,0
2153639454,2153639454,,13,1,14,14,1,15,1,1,1,0.000003,15,0.00486,0
914523610894733312,914523610894733312,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1302616789348691968,1302616789348691968,,14,5,19,14,6,20,7,0.289617,0.314683,0.000037,9,0.007675,0.000033
2442105406,2442105406,,11,0,11,11,0,11,0,0,0,0,18,0.001306,0
1389683859994906624,1389683859994906624,,1,1,2,1,1,2,2,0.666667,0.75,0,5,0,0.020692
548477556,548477556,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
771021205214224384,771021205214224384,,0,1,1,0,1,1,4,0.384615,0.483333,0,15,0,0.00007
1620000878,1620000878,,2,0,2,2,0,2,0,0,0,0,206,0.000128,0
3290570284,3290570284,,0,1,1,0,1,1,4,0.384615,0.483333,0,15,0,0.00007
4196122397,4196122397,,15,0,15,15,0,15,0,0,0,0,5,0.008325,0
391237371,391237371,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1439264886631059456,1439264886631059456,,0,11,11,0,12,12,9,0.244584,0.285667,0,15,0,0.032821
864927221546405888,864927221546405888,,2,3,5,2,4,6,7,0.289498,0.310207,0.000001,21,0.00114,0.000025
891668225909510144,891668225909510144,,1,1,2,1,2,3,1,1,1,0,13,0.00001,0.000584
1235244517307166720,1235244517307166720,,3,7,10,3,7,10,2,0.888889,0.9375,0.000011,14,0.000798,0
200853690,200853690,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1250020285,1250020285,,2,0,2,4,0,4,0,0,0,0,21,0.0023,0
1220673282191523840,1220673282191523840,,1,0,1,2,0,2,0,0,0,0,9,0.001186,0
1428661827395899392,1428661827395899392,,3,7,10,3,7,10,7,0.343257,0.382309,0.000044,9,0.001243,0.037095
1370300701,1370300701,,2,4,6,2,4,6,6,0.361913,0.405774,0.000005,15,0.002066,0.009935
814948333957632000,814948333957632000,,4,2,6,4,2,6,7,0.328891,0.372657,0.000046,14,0.001924,0.006925
785129133009494016,785129133009494016,,1,9,10,1,9,10,9,0.267468,0.310927,0.000009,9,0.001186,0.015229
1357265179470348288,1357265179470348288,,1,0,1,1,0,1,0,0,0,0,9,0.001186,0
704078981591646208,704078981591646208,,0,5,5,0,6,6,9,0.250716,0.285986,0,15,0,0.003058
1202342272714649600,1202342272714649600,,5,0,5,5,0,5,0,0,0,0,13,0.00009,0
1269285138,1269285138,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
570631028,570631028,,1,0,1,1,0,1,0,0,0,0,9,0.000142,0
3047940471,3047940471,,1,1,2,1,1,2,2,0.666667,0.75,0,9,0.000142,0.020692
929733634323615744,929733634323615744,,1,2,3,1,2,3,2,0.666667,0.75,0,21,0.000142,0.017994
1232966449637023744,1232966449637023744,,1,0,1,2,0,2,0,0,0,0,9,0.000142,0
1387303997619507200,1387303997619507200,,1,2,3,1,2,3,3,0.52,0.564103,0.000001,5,0.000142,0.000348
234543153,234543153,,1,0,1,1,0,1,0,0,0,0,9,0.000142,0
1054491910088343552,1054491910088343552,,1,0,1,1,0,1,0,0,0,0,5,0.000635,0
1022555336463532032,1022555336463532032,,0,4,4,0,4,4,5,0.453704,0.476871,0,28,0,0.00007
2326660325,2326660325,,12,0,12,12,0,12,0,0,0,0,28,0.000019,0
1438593855562125312,1438593855562125312,,1,0,1,1,0,1,0,0,0,0,110,0.000961,0
1233474285655744512,1233474285655744512,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
53492718,53492718,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
715183461984833536,715183461984833536,,0,3,3,0,3,3,2,0.714286,0.8,0,5,0,0.018781
2810546613,2810546613,,16,0,16,16,0,16,0,0,0,0,5,0.008402,0
971351907313864704,971351907313864704,,0,2,2,0,2,2,5,0.450575,0.473129,0,28,0,0.000068
826773798624038912,826773798624038912,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
3023245491,3023245491,,0,6,6,0,6,6,9,0.268645,0.317641,0,206,0,0.027791
1088188856543920128,1088188856543920128,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
832999521739214848,832999521739214848,,0,8,8,0,8,8,9,0.26864,0.31857,0,15,0,0.014599
1095682906587086848,1095682906587086848,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
458703713,458703713,,0,13,13,0,13,13,8,0.259118,0.284663,0,15,0,0.000077
210153081,210153081,,1,3,4,1,3,4,6,0.377588,0.41913,0.000009,15,0.000002,0.01053
883083534,883083534,,1,0,1,1,0,1,0,0,0,0,15,0.000002,0
1418185538570424320,1418185538570424320,,1,0,1,1,0,1,0,0,0,0,15,0.000002,0
856054100236132352,856054100236132352,,1,2,3,1,2,3,2,0.666667,0.75,0,15,0.000002,0.038617
700841898,700841898,,2,3,5,2,3,5,8,0.240007,0.255492,0.000037,250,0.000078,0.021233
370617029,370617029,,2,7,9,2,8,10,3,0.636364,0.738095,0.000009,15,0.00001,0.025495
2665337999,2665337999,,3,5,8,3,5,8,6,0.397849,0.438851,0.000045,15,0.000662,0.028599
1430968548080369664,1430968548080369664,,2,2,4,2,2,4,3,0.478261,0.545455,0.000007,5,0.000078,0.017972
783015635181789184,783015635181789184,,3,2,5,4,2,6,7,0.272672,0.305848,0.00003,13,0.001208,0.002176
1088465527721345024,1088465527721345024,,2,1,3,2,1,3,1,1,1,0,15,0.000221,0.000155
1418899358649618432,1418899358649618432,,2,0,2,2,0,2,0,0,0,0,15,0.000078,0
1233041058264690688,1233041058264690688,,2,3,5,2,3,5,5,0.434783,0.473095,0.000023,15,0.000212,0.001989
2236516034,2236516034,,2,2,4,2,2,4,2,0.75,0.833333,0,15,0.000078,0.019438
172028905,172028905,,0,3,3,0,4,4,5,0.452434,0.475061,0,28,0,0.000068
1390980497636040704,1390980497636040704,,1,0,1,2,0,2,0,0,0,0,15,0.0002,0
546610139,546610139,,0,5,5,0,5,5,8,0.319779,0.363384,0,21,0,0.025494
830816872652218368,830816872652218368,,3,0,3,3,0,3,0,0,0,0,21,0.000746,0
1406528739798884352,1406528739798884352,,1,0,1,1,0,1,0,0,0,0,37,0.000141,0
2839490926,2839490926,,1,0,1,1,0,1,0,0,0,0,37,0.000141,0
2438584635,2438584635,,1,0,1,1,0,1,0,0,0,0,37,0.000141,0
241289430,241289430,,1,2,3,1,2,3,7,0.279386,0.315403,0.000002,37,0.000141,0.00217
1377439021,1377439021,,2,4,6,4,4,8,8,0.286394,0.324976,0.00003,37,0.000141,0.005
1183820211914457088,1183820211914457088,,1,0,1,1,0,1,0,0,0,0,37,0.000141,0
1388269877291634688,1388269877291634688,,2,3,5,2,3,5,7,0.330445,0.365219,0.000007,37,0.000163,0.011113
1040890639200780288,1040890639200780288,,1,7,8,1,8,9,7,0.288773,0.316564,0.000005,18,0.000141,0.009
1443503718092218368,1443503718092218368,,1,0,1,1,0,1,0,0,0,0,37,0.000141,0
448238925,448238925,,1,2,3,1,2,3,4,0.430769,0.479167,0.000001,37,0.000141,0.003582
1159915009,1159915009,,1,1,2,1,1,2,1,1,1,0,37,0.000141,0.003445
1275154423,1275154423,,3,5,8,3,7,10,6,0.40355,0.44433,0.00032,15,0.00036,0.014095
2383579672,2383579672,,1,0,1,1,0,1,0,0,0,0,37,0.000141,0
908445731891146752,908445731891146752,,1,1,2,1,1,2,1,1,1,0,37,0.000141,0.003445
602266773,602266773,,1,1,2,1,1,2,2,0.666667,0.75,0,37,0.000141,0.017924
1248588727997419520,1248588727997419520,,2,1,3,2,1,3,3,0.5,0.537037,0,14,0.000143,0.000348
1296006171862667264,1296006171862667264,,2,1,3,2,1,3,1,1,1,0,37,0.000153,0.003445
1146519594120679424,1146519594120679424,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
4852347221,4852347221,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
335247158,335247158,,1,2,3,1,3,4,5,0.430303,0.464085,0.000002,18,0.00018,0.001591
185696082,185696082,,1,0,1,1,0,1,0,0,0,0,18,0.00018,0
1382077226867429376,1382077226867429376,,1,0,1,1,0,1,0,0,0,0,18,0.00018,0
2497631817,2497631817,,2,3,5,2,3,5,7,0.249466,0.266611,0.000004,18,0.000993,0.000022
2943734350,2943734350,,2,0,2,3,0,3,0,0,0,0,18,0.000191,0
1444729651998375936,1444729651998375936,,1,1,2,1,1,2,2,0.666667,0.75,0,18,0.00018,0.020692
2195994661,2195994661,,2,0,2,3,0,3,0,0,0,0,206,0.00018,0
1278288701202857984,1278288701202857984,,2,0,2,2,0,2,0,0,0,0,18,0.00018,0
1049332184836964352,1049332184836964352,,4,1,5,4,1,5,1,1,1,0,18,0.000508,0
1206700701130334208,1206700701130334208,,1,1,2,1,2,3,1,1,1,0,18,0.00018,0
1422923897255735296,1422923897255735296,,1,1,2,1,1,2,3,0.5,0.611111,0,13,0.00018,0.000018
980305129,980305129,,2,1,3,2,1,3,1,1,1,0.000001,18,0.001333,0
1442798877330051072,1442798877330051072,,1,4,5,1,5,6,3,0.55,0.651515,0.000001,13,0.00018,0.000024
1405120559755759616,1405120559755759616,,3,1,4,3,1,4,2,0.666667,0.75,0,21,0.000321,0.020692
1195912231,1195912231,,2,2,4,2,3,5,8,0.303578,0.343438,0.000007,18,0.000256,0.004795
395179767,395179767,,2,5,7,2,5,7,2,0.777778,0.857143,0.000008,18,0.000256,0.000004
892349380665245696,892349380665245696,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
432637066,432637066,,0,5,5,0,5,5,5,0.444444,0.490046,0,21,0,0.004019
1423579622713794560,1423579622713794560,,1,0,1,1,0,1,0,0,0,0,21,0.000117,0
398032197,398032197,,0,6,6,0,6,6,10,0.223506,0.268606,0,110,0,0.006353
882965185237065728,882965185237065728,,4,1,5,5,2,7,1,1,1,0.000016,110,0.000354,0.000001
285650914,285650914,,0,2,2,0,2,2,2,0.75,0.833333,0,28,0,0.000022
1106146124606464000,1106146124606464000,,0,3,3,0,3,3,2,0.714286,0.8,0,28,0,0.000047
414373079,414373079,,7,1,8,8,2,10,1,1,1,0,28,0.000204,0
55238295,55238295,,51,1,52,51,1,52,1,1,1,0.000011,28,0.000679,0.000002
936947542746632192,936947542746632192,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1138881045225451520,1138881045225451520,,3,1,4,3,1,4,2,0.666667,0.75,0,9,0.00058,0.020692
3252394091,3252394091,,3,10,13,3,10,13,8,0.268188,0.309073,0.000049,9,0.001811,0.032801
1268285799675637760,1268285799675637760,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
1384867220661149696,1384867220661149696,,0,8,8,0,8,8,9,0.278793,0.327957,0,15,0,0.013298
1224809573913124864,1224809573913124864,,3,4,7,3,4,7,6,0.396694,0.437616,0.000006,15,0.001602,0.004276
3956390597,3956390597,,3,19,22,3,21,24,7,0.374196,0.410048,0.000042,14,0.001213,0.033492
245328223,245328223,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
3327831430,3327831430,,0,4,4,0,4,4,9,0.252394,0.286359,0,21,0,0.027141
1360978420084137984,1360978420084137984,,0,2,2,0,2,2,10,0.182934,0.193727,0,37,0,0.000612
2570596687,2570596687,,1,3,4,1,5,6,9,0.223208,0.241445,0.000014,37,0.000018,0.000004
1880399689,1880399689,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
4919837110,4919837110,,0,5,5,0,6,6,5,0.450526,0.474805,0,28,0,0.00007
2331847077,2331847077,,34,0,34,34,0,34,0,0,0,0,28,0.000049,0
3060144058,3060144058,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
1008793418854813696,1008793418854813696,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
483025375,483025375,,10,1,11,10,1,11,1,1,1,0.000006,15,0.002517,0
186221116,186221116,,0,4,4,0,4,4,8,0.268297,0.294176,0,21,0,0.003255
430873229,430873229,,1,0,1,1,0,1,0,0,0,0,21,0.000095,0
392987772,392987772,,0,2,2,0,2,2,5,0.450575,0.473129,0,28,0,0.000068
2385068164,2385068164,,0,3,3,0,3,3,6,0.392663,0.43391,0,15,0,0.004878
1094614208107499520,1094614208107499520,,0,5,5,0,5,5,9,0.252372,0.286552,0,14,0,0.002084
15317484,15317484,,2,1,3,2,1,3,6,0.390411,0.429474,0.000004,14,0.001039,0.00415
730034081698877440,730034081698877440,,4,2,6,5,2,7,8,0.249111,0.268358,0.000016,14,0.001082,0.00006
2512399892,2512399892,,0,5,5,0,5,5,9,0.232981,0.25686,0,9,0,0.002367
755041728,755041728,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
171407778,171407778,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
402842940,402842940,,0,1,1,0,1,1,2,0.666667,0.75,0,21,0,0.000611
1231582922068676608,1231582922068676608,,0,3,3,0,3,3,7,0.274293,0.308824,0,21,0,0.002857
711462693044166656,711462693044166656,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
508688015,508688015,,0,4,4,0,4,4,6,0.393981,0.436574,0,9,0,0.025761
3094278383,3094278383,,0,8,8,0,8,8,11,0.20619,0.2548,0,15,0,0.006327
1241332888018321408,1241332888018321408,,1,0,1,2,0,2,0,0,0,0,21,0,0
1248044209,1248044209,,0,3,3,0,3,3,1,1,1,0,28,0,0.000022
381369966,381369966,,2,0,2,2,0,2,0,0,0,0,28,0.000002,0
522131924,522131924,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
988855532,988855532,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
3356630741,3356630741,,0,5,5,0,5,5,9,0.257352,0.295846,0,14,0,0.008671
210887564,210887564,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
733030567848071168,733030567848071168,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
971323446507589632,971323446507589632,,0,4,4,0,4,4,3,0.529412,0.666667,0,25,0,0.000032
234339579,234339579,,3,2,5,3,3,6,2,0.625,0.7,0,25,0.000001,0.000036
616886078,616886078,,58,0,58,58,0,58,0,0,0,0,33,0.001018,0
483665419,483665419,,0,4,4,0,4,4,7,0.285994,0.308912,0,15,0,0.024316
405027799,405027799,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1420742058457763840,1420742058457763840,,0,2,2,0,2,2,2,0.75,0.833333,0,28,0,0.020714
903258170214187008,903258170214187008,,0,2,2,0,2,2,7,0.247113,0.261109,0,28,0,0.000022
1427420742,1427420742,,0,4,4,0,4,4,9,0.219922,0.236666,0,14,0,0.019138
1122184239523553280,1122184239523553280,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1042691054,1042691054,,0,6,6,0,7,7,9,0.220275,0.237936,0,13,0,0.040494
1148226661,1148226661,,0,3,3,0,3,3,9,0.227138,0.251267,0,206,0,0.01828
1402866679332356096,1402866679332356096,,0,4,4,0,4,4,7,0.32982,0.374449,0,14,0,0.024965
435853483,435853483,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
763323474551181312,763323474551181312,,0,9,9,0,10,10,7,0.306033,0.340572,0,14,0,0.033578
1443706704,1443706704,,4,0,4,4,0,4,0,0,0,0,18,0.001882,0
1252956319608438784,1252956319608438784,,1,0,1,1,0,1,0,0,0,0,18,0.000541,0
1438838832774930432,1438838832774930432,,1,0,1,1,0,1,0,0,0,0,18,0.000541,0
1249405631808692224,1249405631808692224,,1,0,1,1,0,1,0,0,0,0,18,0.000541,0
941041278,941041278,,3,9,12,5,9,14,8,0.234671,0.265906,0.000056,18,0.00141,0.041009
1226925410556006400,1226925410556006400,,2,2,4,2,3,5,2,0.75,0.833333,0,18,0.000541,0.01794
503338054,503338054,,1,1,2,1,1,2,1,1,1,0,18,0.000541,0.000866
985259745975197696,985259745975197696,,2,6,8,2,6,8,2,0.875,0.928571,0.000011,18,0.000751,0.026737
326183612,326183612,,1,0,1,2,0,2,0,0,0,0,18,0.000541,0
1283784692,1283784692,,1,1,2,1,1,2,1,1,1,0,18,0.000541,0.003445
1005911696316293120,1005911696316293120,,2,2,4,3,3,6,2,0.666667,0.75,0,18,0.001191,0.038617
1166451475821846528,1166451475821846528,,3,0,3,4,0,4,0,0,0,0,18,0.000548,0
871143564947988480,871143564947988480,,3,0,3,3,0,3,0,0,0,0,18,0.00056,0
801569962921955328,801569962921955328,,1,0,1,1,0,1,0,0,0,0,18,0.000541,0
2334456615,2334456615,,2,0,2,2,0,2,0,0,0,0,18,0.000751,0
389711722,389711722,,4,3,7,4,3,7,7,0.273399,0.307963,0.000017,110,0.001808,0.022982
4859931532,4859931532,,2,3,5,2,3,5,3,0.508197,0.537634,0.000016,18,0.000549,0.019018
265679140,265679140,,2,2,4,2,2,4,9,0.2,0.227012,0.000005,18,0.000541,0.001972
2951425072,2951425072,,2,7,9,2,8,10,6,0.405728,0.448578,0.000008,14,0.000617,0.014497
1169174599885611008,1169174599885611008,,1,1,2,1,1,2,2,0.666667,0.75,0,18,0.000541,0.020692
980629135,980629135,,1,5,6,1,5,6,9,0.197608,0.216175,0.000025,18,0.000541,0.021142
761170444904964096,761170444904964096,,1,0,1,1,0,1,0,0,0,0,18,0.000541,0
965309946165387264,965309946165387264,,1,1,2,1,1,2,1,1,1,0,18,0.000541,0.001513
834419884205469696,834419884205469696,,2,3,5,2,3,5,11,0.174402,0.188326,0.000035,15,0.000617,0.000512
1458395058,1458395058,,3,5,8,3,7,10,7,0.281132,0.303292,0.000006,110,0.001343,0.004898
1088122584007393280,1088122584007393280,,0,1,1,0,1,1,8,0.246116,0.260917,0,14,0,0.000541
248853637,248853637,,0,1,1,0,1,1,1,1,1,0,28,0,0.000022
1174780873075544064,1174780873075544064,,0,10,10,0,11,11,6,0.400517,0.448172,0,13,0,0.023029
1371456196679450624,1371456196679450624,,5,1,6,6,1,7,2,0.666667,0.75,0,13,0.00288,0.020692
893527335789580288,893527335789580288,,4,2,6,4,2,6,1,1,1,0,13,0.002567,0.000365
358711428,358711428,,2,6,8,2,6,8,8,0.225513,0.247194,0.000005,13,0.00068,0.000002
2989721327,2989721327,,4,1,5,4,1,5,1,1,1,0,13,0.000674,0
1401075900477841408,1401075900477841408,,1,0,1,1,0,1,0,0,0,0,13,0.000673,0
1699728120,1699728120,,0,3,3,0,3,3,8,0.24274,0.255417,0,14,0,0.000769
329937650,329937650,,0,2,2,0,2,2,1,1,1,0,28,0,0.00003
19852533,19852533,,0,0,0,0,0,0,0,0,0,0,22,0,0
770206242824413184,770206242824413184,,0,5,5,0,5,5,1,1,1,0,28,0,0.000022
441711583,441711583,,1,0,1,1,0,1,0,0,0,0,28,0.000001,0
800122116,800122116,,1,0,1,1,0,1,0,0,0,0,28,0.000001,0
